"Rule","Support","Confidence","Lift"
"[aplaudimos, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, dura]-->camionero",0.0011051250172675784,1,804.3333333333334
"[aplaudimos, camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello]-->dura",0.0011051250172675784,1,804.3333333333334
"[camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, dura]-->aplaudimos",0.0011051250172675784,1,904.875
"[camionero, fuerza, sanitarios, bombero, españa, condicione, aquello, dura, httpamjmhkwece]-->sanitario",0.0011051250172675784,1,38.301587301587304
"[camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, dura, httpamjmhkwece]-->aquello",0.0011051250172675784,1,381
"[camionero, fuerza, sanitario, sanitarios, bombero, condicione, aquello, dura, httpamjmhkwece]-->españa",0.0011051250172675784,1,3.3906323185011713
"[camionero, fuerza, sanitario, sanitarios, bombero, españa, aquello, dura, httpamjmhkwece]-->condicione",0.0011051250172675784,1,289.56
"[camionero, sanitario, sanitarios, bombero, españa, condicione, aquello, dura, httpamjmhkwece]-->fuerza",0.0011051250172675784,1,723.9
"[camionero, fuerza, sanitario, sanitarios, españa, condicione, aquello, dura, httpamjmhkwece]-->bombero",0.0011051250172675784,1,658.0909090909091
"[camionero, fuerza, sanitario, bombero, españa, condicione, aquello, dura, httpamjmhkwece]-->sanitarios",0.0011051250172675784,1,381
"[fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, dura, httpamjmhkwece]-->camionero",0.0011051250172675784,1,804.3333333333334
"[camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, httpamjmhkwece]-->dura",0.0011051250172675784,1,804.3333333333334
"[camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, dura]-->httpamjmhkwece",0.0011051250172675784,1,904.875
"[covidpolicía, aplaudimos, camionero, fuerza, sanitarios, bombero, españa, condicione, aquello]-->sanitario",0.0011051250172675784,1,38.301587301587304
"[covidpolicía, aplaudimos, camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione]-->aquello",0.0011051250172675784,1,381
"[covidpolicía, aplaudimos, camionero, fuerza, sanitario, sanitarios, bombero, condicione, aquello]-->españa",0.0011051250172675784,1,3.3906323185011713
"[covidpolicía, aplaudimos, camionero, fuerza, sanitario, sanitarios, bombero, españa, aquello]-->condicione",0.0011051250172675784,1,289.56
"[covidpolicía, aplaudimos, camionero, sanitario, sanitarios, bombero, españa, condicione, aquello]-->fuerza",0.0011051250172675784,1,723.9
"[covidpolicía, aplaudimos, camionero, fuerza, sanitario, sanitarios, españa, condicione, aquello]-->bombero",0.0011051250172675784,1,658.0909090909091
"[covidpolicía, aplaudimos, camionero, fuerza, sanitario, bombero, españa, condicione, aquello]-->sanitarios",0.0011051250172675784,1,381
"[covidpolicía, aplaudimos, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello]-->camionero",0.0011051250172675784,1,804.3333333333334
"[aplaudimos, camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello]-->covidpolicía",0.0011051250172675784,1,904.875
"[covidpolicía, camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello]-->aplaudimos",0.0011051250172675784,1,904.875
